"item.daAwardNoticeId","item.noticeNo","item.publicationDate","details.finalizationDate","details.sysNoticeState.text","details.sysAcquisitionContractType.text","details.sysEuropeanFund.text","item.awardedValue","item.contractObject","item.cpvCategory","item.cpvCode","authority.entityId","authority.fiscalNumber","authority.entityName","authority.city","authority.county","details.noticeEntityAddress.noticeEntityAddressID","details.noticeEntityAddress.fiscalNumber","details.noticeEntityAddress.organization","details.noticeEntityAddress.city"
101103592,DAN2044529,"2023-11-13","2023-11-10",Publicat,Servicii,"-",3960,"Servicii de informare și publicitate în cadrul proiectului „Dotarea cu mobilier, materiale didactice  si echipamente (inclusiv echipamente digitale) a unităților de învățământ preuniversitar și a unităților conexe din județul Dolj, cod F-PNRR-Dotari-2023-4767""","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",498,4417150,"CONSILIUL JUDETEAN DOLJ",Craiova,Dolj,108389371,12039551,"S.C. LEMINGS S.R.L. S.R.L.",Constanta
101103005,DAN2043986,"2023-11-13","2023-10-26",Publicat,Servicii,"-",46000,"Servicii auxiliare în domeniul achizitiilor publice în cadrul proiectului “Dotarea cu mobilier, materiale didactice și echipamente digitale, a Școlii Gimnaziale “Aurel Rău”, comuna Josenii Bârgăului, Județul Bistrița-Năsăud” din cadrul  PNRR - Pilonul VI - Politici pentru noua generație - Componenta 15: Educație","SERVICII ","79418000-7 - Servicii de consultanta in domeniul achizitiilor (Rev.2)",17610,4347429,"COMUNA JOSENII BÎRGAULUI","Josenii Bargaului","Bistrita-Nasaud",108386281,7429663,"S.C. CASIOR IMPEX S.R.L.",Bistrita
101101816,DAN2042690,"2023-11-09","2023-09-21",Publicat,Servicii,"-",12000,"Servicii de Consultanţă auxiliare achizițiilor publice (conf. Legii nr. 98/2016) - achizitii directe pentru atribuirea contractelor de achizitie publica de lucrari in cadrul proiectelor finantate prin PNRR - C10","SERVICII ","79418000-7 - Servicii de consultanta in domeniul achizitiilor (Rev.2)",20415,5518519,"COMUNA CABESTI (PRIMARIA COMUNEI CABESTI)","Gurbesti (Cabesti)",Bihor,108375239,37186132,"S.C. ZOOM CONSULT TEAM S.R.L.",Oradea
101100005,DAN2040930,"2023-11-08","2023-10-13",Publicat,Servicii,"Alte programe/proiecte",1600,"servicii verificare E si F faza DTAC+PTH scoala Poiana Codrului PNRR",CONSTRUCTII,"71621000-7 - Servicii de analiza sau consultanta tehnica (Rev.2)",15328,3963536,"COMUNA CRUCISOR",Crucisor,"Satu Mare",108363252,47290750,"S.C. AVEX PROJECT S.R.L. S.R.L.","Cluj-Napoca"
101099967,DAN2040881,"2023-11-08","2023-10-13",Publicat,Servicii,"Alte programe/proiecte",1500,"servicii  verificare E si F  faza DTAC+PTH scoala Crucisor PNRR",CONSTRUCTII,"71621000-7 - Servicii de analiza sau consultanta tehnica (Rev.2)",15328,3963536,"COMUNA CRUCISOR",Crucisor,"Satu Mare",108362841,47290750,"S.C. AVEX PROJECT S.R.L. S.R.L.","Cluj-Napoca"
101099889,DAN2040806,"2023-11-08","2023-10-11",Publicat,Servicii,"-",35000,"Servicii de consultanță Managementul investitiei inclusiv derularea achizitiilor din cadrul proiectului „Dotarea cu mobilier, materiale didactice și echipamente digitale a unităților de învățământ preuniversitar din Orasul Vascau, Judetul Bihor ”, cod F-PNRR-Dotari-2023-4107”","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","72224000-1 - Servicii de consultanta privind gestionarea proiectelor (Rev.2)",18602,4969090,"PRIMARIA VASCAU",Vascau,Bihor,108362133,45962471,"S.C. TES CONSULTANTA SI MANAGEMENT S.R.L. S.R.L.",Oradea
101097505,DAN2038529,"2023-11-05","2023-08-09",Publicat,Servicii,"-","8403.36","Servicii consultanta etapa contractare proiect PNRR C15","SERVICII ","79410000-1 - Servicii de consultanta in afaceri si in gestionare (Rev.2)",25490,4378778,"Comuna Borsa (Primaria Borsa)",Borsa,Cluj,108339217,45628111,"S.C. EUROSOLUTIONS MANAGEMENT S.R.L. S.R.L.",Bucuresti
101096299,DAN2037255,"2023-11-02","2023-11-01",Publicat,Servicii,"-","4848.74","Servicii verificare tehnica la faza DTAC+PTh, pt.obiectiv Infiintarea si dotarea unui centru de colectare deseuri prin aport voluntar, oras Murfatlar, jud.Constanta, PNRR",CONSTRUCTII,"71356000-8 - Servicii tehnice (Rev.2)",5531,4859712,"Orasul Murfatlar",Murfatlar,Constanta,108332345,34607474,"S.C. SC EVO PROJECT DESIGN SRL S.R.L.",Medgidia
101096205,DAN2037165,"2023-11-02","2023-09-20",Publicat,Servicii,"-",2500,"Servicii verificare PT instalatii Camin Cultural Manerau PNRR",CONSTRUCTII,"71318000-0 - Servicii de consiliere si de consultanta in inginerie (Rev.2)",5314,3519038,"COMUNA BOCSIG",Bocsig,Arad,108331591,6648460,"S.C. EST GAZ S.R.L.",Arad
101096203,DAN2037164,"2023-11-02","2023-08-14",Publicat,Servicii,"-",574,"Comunicat de presa proiect PNRR ,,Dotarea cu mobilier,materiale didactice si echipamente digitale a unitatilor de invatamant de pe raza Comunei Fantanele,judetul Teleorman""","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",30603,16380690,"COMUNA FANTANELE",Fantanele,Teleorman,108331582,32692988,"S.C. Cronica Prompt Media Tr SRL S.R.L.",Alexandria
101095930,DAN2036912,"2023-11-02","2023-09-15",Publicat,Servicii,"Alte programe/proiecte",10000,"Servicii închiriere buldoexcavator cu cupă de taluz, cu operator, pentru 40 ore, în vederea realizării studiului arheologic intruziv pentru obiectivul de investiții ”Realizare pistă de biciclete ”Drumul Cetății” în municipiul Turnu Măgurele” - finantat prin PNRR",CONSTRUCTII,"45520000-8 - Inchiriere de echipament de terasament cu operator (Rev.2)",691,4253731,"Primaria Turnu Magurele","Turnu Magurele",Teleorman,108329592,10251131,"S.C. ROMELECTRO SERV SRL S.R.L.",Islaz
101092990,DAN2033686,"2023-10-31","2023-10-26",Publicat,Servicii,"-",2500,"ASISTENTA TEHNICA AVIZE -VERIFICARE PROIECT -B1,CC,D,E,F ,FAZA D.T.A.C.+P.Th+D.D.E ,REABILITARE MODERATA  GRADINITA SANMIHAIU ROMAN  JUDETUL TIMIS IN VEDEREA CRESTERII  EFICIENTEI ENERGETICEA CLADIRII-PROIECT FINANTAT DE PNRR","SERVICII ","79933000-3 - Servicii de asistenta de proiectare (Rev.2)",25596,5138404,"COMUNA SANMIHAIU ROMAN","Sanmihaiu Roman",Timis,108308716,36082400,"S.C. STRUCTDESIGN TIMIS S.R.L.",Timisoara
101091858,DAN2032580,"2023-10-27","2023-10-26",Publicat,Servicii,"-",300,"ASISTENTA TEHNICA AVIZE-VERIFICARE PROIECT FAZA DTAC+PTH+DDE  CERINTA A1 PENTRU PROIECTUL REABILITARE MODERATA A CLADIRII PUBLICE GRADINITEI  SANMIHAIU ROMAN,JUD. TIMIS-PNRR","SERVICII ","79933000-3 - Servicii de asistenta de proiectare (Rev.2)",25596,5138404,"COMUNA SANMIHAIU ROMAN","Sanmihaiu Roman",Timis,108297472,15157179,"S.C. BABA & PĂUNESCU PRO.GEO S.R.L.",Timisoara
101088927,DAN2029769,"2023-10-24","2023-09-26",Publicat,Servicii,"Alte programe/proiecte",5800,"Servicii de Verificare tehnică de calitate a documentațiilor elaborate faza DALI pentru obiectivul de investiţii ”Renovarea energetică a imobilului Vila Nr. 6 în incinta taberei Băile Homorod” - PNRR",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,108270862,40601280,"S.C. SAT CCH DEVELOPMENT S.R.L.",Bucuresti
101088925,DAN2029768,"2023-10-24","2023-09-26",Publicat,Servicii,"Alte programe/proiecte",5740,"Servicii de Verificare tehnică de calitate a documentațiilor elaborate faza DALI pentru obiectivul de investiţii “Renovarea energetică a Direcției Județene de Evidența Persoanelor a Județului Harghita, Corp C1 + corp C2 - Clădire administrativă și centrala termică” - PNRR",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,108270858,40601280,"S.C. SAT CCH DEVELOPMENT S.R.L.",Bucuresti
101088913,DAN2029754,"2023-10-24","2023-09-28",Publicat,Servicii,"Alte programe/proiecte",5900,"Servicii verificare tehnică de calitate a documentațiilor elaborate faza DALI pentru obiectivul de investiţii “Renovarea energetica a Centrului Scolar pentru Educatie Incluziva, Pavilion 10”, localitatea Bilbor, județul Harghita - PNRR",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,108270837,2632267,"S.C. SPIRI COM S.R.L.",Bucuresti
101088912,DAN2029753,"2023-10-24","2023-09-26",Publicat,Servicii,"Alte programe/proiecte",14500,"Servicii de verificare tehnică de calitate a documentațiilor elaborate în faza DALI pentru obiectivul de investiţii “Renovarea energetică a Spitalului ORL și Fizioterapie” - PNRR",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,108270835,2632267,"S.C. SPIRI COM S.R.L.",Bucuresti
101088906,DAN2029749,"2023-10-24","2023-09-27",Publicat,Servicii,"Alte programe/proiecte",39000,"Servicii de Verificare tehnică de calitate a documentațiilor elaborate în faza DALI pentru obiectivul de investiţii ”Renovarea energetică a Centrului Școlar pentru Educație Incluzivă, Pavilioanele 1, 3, 4, 5, 7”, Bilbor, județul Harghita -  PNRR",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,108270820,45983628,"S.C. KION STRUCTURE DESIGN S.R.L. S.R.L.",Bucuresti
101088905,DAN2029747,"2023-10-24","2023-09-27",Publicat,Servicii,"Alte programe/proiecte",12600,"Servicii de Verificare tehnică de calitate a documentațiilor elaborate în faza DALI pentru obiectivul de investiţii “Renovarea energetică a Școlii Populare de Arte și Meserii a Județului Harghita”   - 
 PNRR",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",4501,4245763,"JUDETUL HARGHITA","Miercurea-Ciuc",Harghita,108270810,40601280,"S.C. SAT CCH DEVELOPMENT S.R.L.",Bucuresti
101088785,DAN2029640,"2023-10-24","2023-10-16",Publicat,Servicii,"-",48000,"Servicii de dirigentie proiect PNRR pentru obiectivul  Lucrări de reabilitare, modernizare, extindere și dotare Ambulatoriu Integrat al Institutului de Psihiatrie ,,SOCOLA,, Iași, finantat prin PLANUL NAȚIONAL DE REDRESARE ȘI REZILIENȚĂ, Pilonul V: Sănătate și reziliență instituțională, COMPONENTA: 12 – Sănătate, INVESTIȚIA: 1. Dezvoltarea infrastructurii medicale prespitalicești, Investiția specifică: I1.3 Unități de asistență  medicală ambulatorie",CONSTRUCTII,"71521000-6 - Servicii de supraveghere a santierului (Rev.2)",3819,4541165,"INSTITUTUL DE PSIHIATRIE ""SOCOLA"" IASI",Iasi,Iasi,108269672,6041905,"S.C. MULTITAS K S.R.L.","Iasi (Iasi)"
101088683,DAN2029536,"2023-10-24","2023-06-19",Publicat,Servicii,"Alte programe/proiecte",2000,"servicii de consultanță de specialitate  in sisteme de securitate in cadrul Proiectului PNRR Sistem inteligent de management local al nivelul Comunei Ineu, Judetul Bihor Componenta C10 fondul local Investitia I.1.2. Asigurarea infrastructurii pentru transportul verde-ITS/alte infrastructuri TIC (sisteme inteligente de managemnt urban/local), componenta Alte infrastructuri TIC -sistem de supraveghere","SERVICII ","79417000-0 - Servicii de consultanta in domeniul securitatii (Rev.2)",11655,4935208,"COMUNA INEU",Ineu,Bihor,108267083,5518047,"S.C. SC BUSFLOR COM SRL S.R.L.",Oradea
101088659,DAN2029516,"2023-10-24","2023-08-08",Publicat,Furnizare,"Alte programe/proiecte","158431.58","furnizare echipamentele  pentru Sistemul de supraveghere video stradal in cadrul proiectului     “Sistem inteligent de management local la nivelul Comunei Ineu, județul Bihor” (cod proiect C10-I1.2-951), finanțat în cadrul Planului Național de Redresare și Reziliență, Componenta C10-Fond Local, Investiția I.1.2 - Asigurarea infrastructurii pentru transportul verde – ITS/alte infrastructuri TIC (sisteme inteligente de management urban/local), apelul de proiecte PNRR/2022/C10 în conformitate cu obligaţiile asumate prinl contract, la solicitarea Autorității Contractante și să presteze servicii de montaj si cablaj conform proiectului tehnic si ofertei furnizorului pentru punerea in functiune a sitemului de supraveghere video stradal.","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","32323500-8 - Sistem video de supraveghere (Rev.2)",11655,4935208,"COMUNA INEU",Ineu,Bihor,108265751,427320,"S.C. ORANGE ROMANIA COMMUNICATIONS S.A.",Bucuresti
101088020,DAN2028896,"2023-10-24","2023-10-23",Publicat,Servicii,"-",265,"servicii publicitate proiect pnrr - dotari scoli","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",714,4671807,"COMUNA LUMINA",Lumina,Constanta,108260249,11966827,"S.C. CUGET LIBER S.A.",Constanta
101086011,DAN2026903,"2023-10-19","2023-10-19",Publicat,Servicii,"-",500,"Publicare Comunicat de presa PNRR demarare proiect""Dotarea cu mobilier, materiale didactice si echipamente digitale a Scolii Gimnaziale Comuna Bozieni""","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",25443,2613664,"COMUNA BOZIENI",Bozieni,Neamt,108244897,21749299,"S.C. MOZAIC FASHION S.R.L.",Roman
101085920,DAN2026827,"2023-10-19","2023-10-09",Publicat,Servicii,"Alte programe/proiecte",174600,"Servicii de proiectare pentru proiectul: Gospodării tradiționale în localitatea Drajna”, PNRR/2022/C11/MIPE/I1./Promovarea celor 12 rute turistice/culturale; Modernizarea/reabilitarea siturilor turistice - apel 2",CONSTRUCTII,"71220000-6 - Servicii de proiectare arhitecturala (Rev.2)",951,2842889,"CONSILIUL JUDETUL PRAHOVA, DIRECTIA SERVICII SI ACHIZITII PUBLICE",Ploiesti,Prahova,108244555,33150900,"S.C. WARP SERVICES PROVIDERS S.R.L.",Brazi
101083298,DAN2024320,"2023-10-17","2023-10-13",Publicat,Servicii,"Alte programe/proiecte",2000,"Servicii de verificare a Proiectului Tehnic la cerintele de calitate in constructii A1si B1-Renovarea energetica a cladirii AJPIS MM-PNRR",CONSTRUCTII,"71328000-3 - Servicii de verificare a proiectelor de structuri portante (Rev.2)",86508,24707557,"Agentia Judeteana pentru Plati si Inspectie Sociala Maramures","Baia Mare",Maramures,108222598,2193803,"SC. CONSTRUCTII PROIECT S.R.L.","Baia Mare"
101082509,DAN2023522,"2023-10-16","2023-09-29",Publicat,Servicii,"-","126.05","SERVICII PUBLICITARE- PUBLICARE COMUNICAT PRESA PROIECT PRIN PNRR C15","INDUSTRIA PRELUCRATOARE","22462000-6 - Materiale publicitare (Rev.2)",14498,3394236,"Comuna Costeti (Consiliul Local Costesti)",Costesti,Vaslui,108214129,14746702,"S.C. EURO IRIS S.A.",Bucuresti
101082507,DAN2023520,"2023-10-16","2023-10-16",Publicat,Servicii,"-",25000,"SERVICII DE ORGANIZARE A PROCEDURII DE ACHIZITIE PUBLICA CE ARE CA OBIECT: ”ACHIZITIA DE ECHIPAMENTE DIGITALE LA: LABORATORUL DE INFORMATICA DIN CADRUL SCOLII GIMNAZIALE COSTEIU; LA SALILE DE CLASE PRIMARE SI GIMNAZIALE DIN LOC. COSTEIU SI TIPARI, SI  LA  SALILE DE LA NIVELUL GRADINITILOR DIN LOC. COSTEIU SI TIPARI”, PROIECT FINANTAT PRIN PNRR - INVESTITTIA I9, COMUNA COSTEIU, JUDETUL TIMIS","SERVICII ","79957000-7 - Servicii de organizare de licitatii (Rev.2)",11390,4357953,"COMUNA COSTEIU (PRIMARIA COMUNEI COSTEIU)",Costeiu,Timis,108214125,42114205,"S.C. VESCAN ENTERPRISES S.R.L.",Lugoj
101076591,DAN2017798,"2023-10-10","2023-10-03",Publicat,Furnizare,"Alte programe/proiecte",33325,"Elaborare documentatie  - studiu SF pentru obiectivul de investitii- ”Înființare Centrul de zi pentru persoane adulte cu dizabilități ”Orizonturi” Alba Iulia ”
în cadrul proiectului PNRR , Componenta13 , Investiția 1.2, Ținta 396 
Cod proiect 617049173","SERVICII ","79314000-8 - Studiu de fezabilitate (Rev.2)",202170,6576640,"DIRECTIA DE ASISTENTA SOCIALA","Alba Iulia",Alba,108165639,34591602,"S.C. THINKARCH S.R.L.","Alba Iulia"
101075927,DAN2017169,"2023-10-09","2023-08-11",Publicat,Servicii,"Alte programe/proiecte",60000,"Studiu de fezabilitate la obiectul de investitii ,,Infiintare infrastructura pentru transport verde - Piste pentru biciclete in com. Sanmartin, jud. Bihor”, finantat prin PNRR, Componenta 10 - Fondul Local, Investitia I.1.4",CONSTRUCTII,"71322500-6 - Servicii de proiectare tehnica pentru infrastructura de transport (Rev.2)",5614,4641296,"Comuna Sinmartin",Sanmartin,Bihor,108159463,43787170,"S.C. DRUMING STUDIO S.R.L. S.R.L.",Oradea
101071509,DAN2012931,"2023-10-04","2023-10-03",Publicat,Servicii,"-",6010,"Servicii de informare si publicitate pentru proiectul cod F- PNRR- Dotari - 2023 - 3582 intitulat ""Dotarea cu mobilier, materiale didactice si echipamente digitale a unitatilor de invatamant preuniversitar si a unitatilor conexe din Municipiul Petrosani""","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",1669,4468943,"MUNICIPIUL PETROSANI",Petrosani,Hunedoara,108124623,32719137,"S.C. Aldo Detail Direct SRL S.R.L.",Petrosani
101070004,DAN2011474,"2023-10-03","2023-10-03",Publicat,Servicii,"-","421.8","Servicii de publicare comunicat de presă PNRR C15","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",14016,4367698,"COMUNA SUBCETATE (Consiliul Local Subcetate)",Subcetate,Harghita,108116453,13820150,"Fundatia Adevarul Harghitei Redactia Informatia Harghitei -","Miercurea-Ciuc"
101068157,DAN2009666,"2023-09-29","2023-09-27",Publicat,Servicii,"-",540,"Publicare în ziar. Lansare proiect PNRR-C15","SERVICII ","79970000-4 - Servicii de editare (Rev.2)",26046,4801370,"COMUNA CATA",Cata,Brasov,108102570,1109732,"S.C. M.ST.M CONSULTING S.R.L.",Brasov
101066980,DAN2008517,"2023-09-28","2023-09-28",Publicat,Furnizare,"-","80.69","Stampila PNRR - Directia Cheltuieli","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30192153-8 - Stampile cu text (Rev.2)",1741,4562923,"MUNICIPIUL ALBA IULIA","Alba Iulia",Alba,108095328,5123829,"SC TOP SRL","Alba Iulia"
101065075,DAN2006670,"2023-09-26","2023-09-26",Publicat,Servicii,"Alte programe/proiecte","924.37","Servicii de   publicitate , constand in publicarea in editia ziarului ROMANIA LIBERA, din data de 29 septembrie 2023 a comunicatului de presa “PNRR : Fonduri pentru Romania moderna si reformata!”, aferent proiectului cu titlul “ Dotarea unitatilor de invatament din comuna Ighiu, judetul Alba”.","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",16471,4562397,"COMUNA IGHIU (CONSILIUL LOCAL IGHIU)",Ighiu,Alba,108082313,24140370,"S.C. ROMANIA LIBERA MEDIA GROUP S.R.L.",Bucuresti
101064951,DAN2006548,"2023-09-26","2023-09-21",Publicat,Servicii,"-",1695,"PUBLICARE COMUNICAT DE PRESA PRIVIND DEMARAREA PROIECT-PNRR-C15","SERVICII ","92400000-5 - Servicii de agentii de presa (Rev.2)",5949,2502763,"ORASUL JIMBOLIA",Jimbolia,Timis,108081900,1812960,"S.C. TIMPRESS S.A.",Timisoara
101064939,DAN2006537,"2023-09-26","2023-09-26",Publicat,Servicii,"-",488,"PUBLICARE ANUNȚ ÎN ZIAR LOCAL CU PRIVIRE LA ÎNCEPEREA PROIECTULUI FINANȚAT PRIN PNRR - DOTARE CU MOBILER, MATERIALE DIDACTICE ȘI ECHIPAMENTE DIGITALE A UNITĂȚILOR DE ÎNVĂȚĂMÂNT DIN COMUNA BRADU, JUD. ARGEȘ","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",26405,5172600,"COMUNA BRADU",Bradu,Arges,108081847,"79341000-6","S.C. BRIO CLASS S.R.L.",Pitesti
101063473,DAN2005137,"2023-09-25","2023-01-27",Publicat,Servicii,"Alte programe/proiecte",16000,"Servicii de actualizare documentație DALI - reabilitare termică Grădiniță în loc. Rontău, comuna Sânmartin, jud. Bihor” - PNRR",CONSTRUCTII,"71241000-9 - Studii de fezabilitate, servicii de consultanta, analize (Rev.2)",5614,4641296,"Comuna Sinmartin",Sanmartin,Bihor,108070113,36708920,"HFG Solutions SRL",Oradea
101062158,DAN2003859,"2023-09-21","2023-05-29",Publicat,Servicii,"-",200,"anunt public implementare proiecte fonduri PNRR","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",23224,4326850,"Comunei Bunesti (Primaria comunei Bunesti)",Bunesti,Suceava,108057262,38727805,"S.C. KODIAK EXPRES S.R.L. S.R.L.",Apahida
101061449,DAN2003171,"2023-09-21","2023-08-17",Publicat,Servicii,"Alte programe/proiecte",5400,"Achizitionare documentatie tehnica Aviz de gospodarire a apelor pentru proiectul investitional finantat prin PNRR  ” REALIZAREA UNUI SISTEM DIGITAL DE MONITORIZARE ȘI EFICIENTIZARE A ACTIVITĂȚII DE DEPOZITARE SELECTIVĂ A DEȘEURILOR CENTRU DE APORT VOLUNTAR- LA NIVELUL ORAȘULUI SLĂNIC MOLDOVA”, cod proiect C3I1A0122000121",CONSTRUCTII,"71321300-7 - Servicii de consultanta in materie de instalatii de apa si canalizare (Rev.2)",8967,4278442,"ORASUL SLANIC MOLDOVA","Slanic-Moldova",Bacau,108050458,8289495,"S.C. BIG INTERNATIONAL 9001 S.R.L.",Onesti
101057510,DAN1999367,"2023-09-15","2023-07-25",Publicat,Servicii,"-","1512.6","Publicare comunicate de presa privind inceperea implementarii proiectelor cu finantare europenea prin PNRR C 10 - Fondul local","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",21936,4660751,"COMUNA LAZARENI",Lazareni,Bihor,108012635,24415820,"S.C. MEDIADIL S.R.L.",Oradea
101057380,DAN1999239,"2023-09-15","2023-09-13",Publicat,Servicii,"-",22000,"servicii consultanta in comunicare program PNRR-Dezvoltarea retelei de scoli verzi","SERVICII ","79341100-7 - Servicii de consultanta in publicitate (Rev.2)",21641,4291964,"COMUNA HALMASD",Halmasd,Salaj,108011295,46056085,"S.C. CXC ADVISORY S.R.L.","Cluj-Napoca"
101057339,DAN1999207,"2023-09-15","2023-09-14",Publicat,Servicii,"-",475,"Publicare in Ziar Bursa Privind Incepere Proiect PNRR","SERVICII ","98390000-3 - Alte servicii (Rev.2)",10800,2809556,"COMUNA PIRSCOV",Parscov,Buzau,108010971,29264833,"Media Just Press S.R.L",Buzau
101056722,DAN1998619,"2023-09-14","2023-09-11",Publicat,Servicii,"-","840.34","Publicare comunicat de presa incepere proiect PNRR C15 - Educatie - crese","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",21936,4660751,"COMUNA LAZARENI",Lazareni,Bihor,107999859,24415820,"S.C. MEDIADIL S.R.L.",Oradea
101056694,DAN1998590,"2023-09-14","2023-02-07",Publicat,Servicii,"Alte programe/proiecte",35000,"Consultanta elborare cereri de finantare PNRR","SERVICII ","79411000-8 - Servicii generale de consultanta in management (Rev.2)",10353,4591430,"Comuna Stanceni (Consiliul local Stanceni)",Stanceni,Mures,107999666,13261261,"S.C. MEDIA MARKETING S.R.L. S.R.L.","Targu Mures"
101051626,DAN1993748,"2023-09-06","2022-04-29",Publicat,Servicii,"Alte programe/proiecte",4500,"Servicii audit energetic pentru obiectivul de investiție Reabilitare moderată a dispensarului din Comuna Sascut, Județul Bacău  (Componenata C10  - Fondul local PNRR)",CONSTRUCTII,"71314300-5 - Servicii de consultanta in eficienta energetica (Rev.2)",21549,4353161,"COMUNA SASCUT (CONSILIUL LOCAL SASCUT)",Sascut,Bacau,107932229,18493823,"S.C. ALPHA GLASS DESIGN S.R.L.",Iasi
101050560,DAN1992760,"2023-09-05","2023-08-24",Publicat,Furnizare,"Alte programe/proiecte",11500,"Echipamente IT pentru proiectul ""Centrul de orientare in cariera de cercetator- Regiunea Centru"" - PNRR","TEHNOLOGIA INFORMATIEI SI COMUNICATIEI","30213100-6 - Computere portabile (Rev.2)",3488,4480173,"UNIVERSITATEA ""LUCIAN BLAGA"" DIN SIBIU",Sibiu,Sibiu,107907216,2114184,"S.C. TOP TECH S.R.L.",Deva
101050542,DAN1992741,"2023-09-05","2023-08-16",Publicat,Furnizare,"Alte programe/proiecte",17700,"Kit de dezvoltare avansat pe baza de microcontrolere - Proiect TRADISMART - PNRR","INDUSTRIA PRELUCRATOARE","31711100-4 - Componente electronice (Rev.2)",3488,4480173,"UNIVERSITATEA ""LUCIAN BLAGA"" DIN SIBIU",Sibiu,Sibiu,107907139,2114184,"S.C. TOP TECH S.R.L.",Deva
101048255,DAN1990589,"2023-08-31","2023-08-28",Publicat,Servicii,"Alte programe/proiecte",140000,"Servicii de consultanţă în managementul proiectului şi achiziţii publice pentru toate etapele necesare atribuirii contractelor de achiziție, pentru proiectul cu titlul „Dotarea cu mobilier, materiale didactice și echipamente digitale a unităților de învățământ preuniversitar și a unităților conexe din Municipiul Călărași” 
Cod proiect  F-PNRR-2023-5469","SERVICII ","79411000-8 - Servicii generale de consultanta in management (Rev.2)",1224,4445370,"Municipiul Calarasi",Calarasi,Calarasi,107847585,39740241,"S.C. MAG Consultancy S.R.L.",Calarasi
101047937,DAN1990279,"2023-08-31","2023-08-17",Publicat,Servicii,"Alte programe/proiecte",250,"Servicii publicare comunicat PNRR -Dotari 2023-4959- Dotarea cu mobilier, materiale didactice si echipamente digitale a unitatilor de invatamant preuniversitar din orasul Slanic Moldova, jud. Bacau","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",8967,4278442,"ORASUL SLANIC MOLDOVA","Slanic-Moldova",Bacau,107843831,26399585,"S.C. G&P News&Advertising S.R.L.",Bacau
101047850,DAN1990196,"2023-08-30","2023-08-22",Publicat,Servicii,"Alte programe/proiecte",300,"Servicii publicare comunicat PNRR -Dotari 2023-959- Dotarea cu mobilier, materiale didactice si echipamente digitale a unitatilor de invatamant preuniversitar din orasul Slanic Moldova, jud. Bacau","SERVICII ","79341000-6 - Servicii de publicitate (Rev.2)",8967,4278442,"ORASUL SLANIC MOLDOVA","Slanic-Moldova",Bacau,107842673,944300,"S.C. DESTEPTAREA S.R.L.",Bacau
101045616,DAN1988080,"2023-08-25","2023-06-12",Publicat,Servicii,"Alte programe/proiecte",22500,"Servicii de proiectare tehnică faza DTAC+PT+CS+DDE pentru creșterea eficienței energetice la Căminul Cultural Tămașda ( PNRR)","SERVICII ","79930000-2 - Servicii de proiectare specializata (Rev.2)",12847,4794591,"Comuna Avram Iancu jud. Bihor","Avram Iancu",Bihor,107783647,37676932,"S.C. BHPROINV S.R.L.",Oradea
101045569,DAN1988035,"2023-08-25","2023-06-19",Publicat,Servicii,"Alte programe/proiecte",15000,"Servicii de proiectare tehnică faza DTAC+PT+CS+DDE pentru cresterea eficientei energetice la gradinita Tamasda (PNRR)","SERVICII ","79930000-2 - Servicii de proiectare specializata (Rev.2)",12847,4794591,"Comuna Avram Iancu jud. Bihor","Avram Iancu",Bihor,107782907,37676932,"S.C. BHPROINV S.R.L.",Oradea
